Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score,IsStandard
16345.0,1.0,LMST01010164_15-16_0_0_ring,432.38553,432.383583,6.775,8.55,0.4877436626741183,220.7229,222.6193457,0.939,172120.2812,74589.2212,"365.320263,383.330823","365.320263,383.330823","401.341383,365.320263,383.330823","401.341383,365.320263,383.330823",0.5,0.2,0.75,0.714,30453.77,27888.23,44409.33,35413.44,0.6731487325348237,-1.0,0.7731487325348236,0.7587487325348237,0.735,-1
16047.0,1.0,LMST01010202_1-3_0_0_chain,428.38739,428.388669,7.26,7.08,1.0,221.1522,221.8522029,1.0,322069.8438,38352.4145,386.34172,386.34172,386.34172,386.34172,0.833,0.444,0.286,0.5,63919.5,54340.63,72929.63,57475.66,0.9332,0.7776000000000001,0.7144,0.8,0.806,-1
16336.0,1.0,LMST01010211_15-16_0_0_ring,432.38226,432.383583,8.191,9.27,0.8188579011078576,217.7148,216.756402,1.0,359590.7734,95566.4138,"401.341383,365.320263,383.330823","401.341383,365.320263,383.330823","401.341383,365.320263,383.330823","365.320263,383.330823",0.333,0.8,0.6,0.5,40629.43,59509.86,86173.0,59565.34,0.6969715802215716,0.8837715802215717,0.8037715802215716,0.7637715802215715,0.787,-1
14390.0,1.0,LMST01010254_11-12_0_0_ring,412.35516,412.35737,8.462,9.97,0.6155783089514155,215.2404,217.1849248,0.919,493684.2734,80251.3267,363.30461,381.31517,"363.30461,381.31517",-1.0,1.0,0.333,0.667,0.0,97750.9,86595.63,129083.4,,0.8907156617902832,0.6239156617902831,0.7575156617902832,-1.0,0.757,-1
14390.0,1.0,LMST01010254_13-14_0_0_ring,412.35516,412.35737,8.462,8.18,1.0,215.2404,216.1320976,1.0,493684.2734,80251.3267,363.30461,381.31517,"363.30461,381.31517",-1.0,1.0,0.333,0.667,0.0,97750.9,86595.63,129083.4,,1.0,0.7332000000000001,0.8668,-1.0,0.867,-1
16058.0,1.0,LMST01010282_15-16_0_0_ring,428.39066,428.388669,8.682,9.15,1.0,219.0246,219.4387478,1.0,261803.25,58887.8789,397.346469,-1,397.346469,397.346469,0.667,0.0,0.25,0.333,42318.17,,57417.18,44052.88,0.8668,-1.0,0.7000000000000001,0.7332000000000001,0.767,-1
14589.0,0.5,LMST01010286_14-15_0_0_ring,414.36908,414.37302,9.228,9.25,1.0,213.5871,214.5314322,1.0,398134.3438,37166.8475,365.32026,-1,365.32026,-1,0.5,0.0,1.0,0.0,145318.8,,168613.2,,0.8,-1.0,1.0,-1.0,0.9,-1
14877.0,1.0,LMST01010290_9-10_0_0_ring,416.38791,416.388669,8.637,9.92,0.7215372790123515,224.2816,223.5290505,1.0,3069823.4375,404406.787,"385.346469,367.335909",367.335909,367.335909,367.335909,0.6,0.5,0.6,0.167,571455.5,568972.9,741209.7,658698.3,0.7843074558024703,0.7443074558024704,0.7843074558024703,0.6111074558024703,0.731,-1
16973.0,1.0,LMST01010304_2-4_0_0_chain,442.40552,442.404318,8.562,8.6,1.0,227.8856,227.3668077,1.0,2158404.8125,239322.6421,386.34172,386.34172,386.34172,386.34172,0.75,0.333,1.0,0.6,609890.1,511357.4,622085.4,530637.7,0.9,0.7332000000000001,1.0,0.8400000000000001,0.868,-1
16973.0,1.0,LMST01010305_2-4_0_0_chain,442.40552,442.404318,8.562,8.6,1.0,227.8856,227.3668077,1.0,2158404.8125,239322.6421,386.34172,386.34172,386.34172,386.34172,0.75,0.333,1.0,0.6,609890.1,511357.4,622085.4,530637.7,0.9,0.7332000000000001,1.0,0.8400000000000001,0.868,-1
