params,Trial,mean_score
"{'regressor__C': 685.2, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.155692922902379
"{'regressor__C': 685.2, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.968557939963938
"{'regressor__C': 685.2, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.850517433916274
"{'regressor__C': 685.2, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.798573869268493
"{'regressor__C': 685.2, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.436186505261386
"{'regressor__C': 685.3, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.398292730133056
"{'regressor__C': 685.3, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.074282581663867
"{'regressor__C': 685.3, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.674734426330406
"{'regressor__C': 685.3, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378885118379
"{'regressor__C': 685.3, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.155677168390246
"{'regressor__C': 685.3, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.96845313428079
"{'regressor__C': 685.3, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.850406109796639
"{'regressor__C': 685.3, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.798497126605293
"{'regressor__C': 685.3, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.435672135018905
"{'regressor__C': 685.4, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.398163522655594
"{'regressor__C': 685.4, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.074230399011364
"{'regressor__C': 685.4, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.674644337013035
"{'regressor__C': 685.4, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378815714089574
"{'regressor__C': 685.4, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.15555973254388
"{'regressor__C': 685.4, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.968371489029156
"{'regressor__C': 685.4, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.850314439280442
"{'regressor__C': 685.4, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.798392365382048
"{'regressor__C': 685.4, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.435071213006637
"{'regressor__C': 685.5, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.397965459578623
"{'regressor__C': 685.5, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.074031243016975
"{'regressor__C': 685.5, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.674551544940439
"{'regressor__C': 685.5, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378786372165724
"{'regressor__C': 685.5, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.155439724055219
"{'regressor__C': 685.5, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.96826174399004
"{'regressor__C': 685.5, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85024648637848
"{'regressor__C': 685.5, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.798322465650177
"{'regressor__C': 685.5, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.434509710632426
"{'regressor__C': 685.6, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.397801804461377
"{'regressor__C': 685.6, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.073923134474063
"{'regressor__C': 685.6, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.674453640990375
"{'regressor__C': 685.6, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378681991587374
"{'regressor__C': 685.6, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.155392468342598
"{'regressor__C': 685.6, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.968196987284548
"{'regressor__C': 685.6, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85016284452186
"{'regressor__C': 685.6, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.798276006793989
"{'regressor__C': 685.6, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.433925288926304
"{'regressor__C': 685.7, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.397692455236072
"{'regressor__C': 685.7, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.073775447285154
"{'regressor__C': 685.7, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.674326422432912
"{'regressor__C': 685.7, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378615160587199
"{'regressor__C': 685.7, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.15523605185111
"{'regressor__C': 685.7, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.9680348918215
"{'regressor__C': 685.7, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.850122263193352
"{'regressor__C': 685.7, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.798205765124962
"{'regressor__C': 685.7, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.433393720235625
"{'regressor__C': 685.8, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.397524311545222
"{'regressor__C': 685.8, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.073654037742017
"{'regressor__C': 685.8, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.674230562372388
"{'regressor__C': 685.8, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378527551068302
"{'regressor__C': 685.8, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.155109482932616
"{'regressor__C': 685.8, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.96797939545013
"{'regressor__C': 685.8, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.850072727524864
"{'regressor__C': 685.8, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.798114382500197
"{'regressor__C': 685.8, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.43280800221086
"{'regressor__C': 685.9, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.39739432278664
"{'regressor__C': 685.9, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.07347774209386
"{'regressor__C': 685.9, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.6740802459728
"{'regressor__C': 685.9, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.37850426999915
"{'regressor__C': 685.9, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.15502725789181
"{'regressor__C': 685.9, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.967878941126433
"{'regressor__C': 685.9, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.84993149400956
"{'regressor__C': 685.9, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.79806273739363
"{'regressor__C': 685.9, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.43223520297709
"{'regressor__C': 686.0, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.39719802455653
"{'regressor__C': 686.0, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.07329837776023
"{'regressor__C': 686.0, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.674019617931998
"{'regressor__C': 686.0, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378445878829138
"{'regressor__C': 686.0, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.154919069348304
"{'regressor__C': 686.0, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.967764310449619
"{'regressor__C': 686.0, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.849857949354568
"{'regressor__C': 686.0, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.79801256015426
"{'regressor__C': 686.0, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.4317157444126
"{'regressor__C': 686.1, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.397036704270144
"{'regressor__C': 686.1, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.073139756223403
"{'regressor__C': 686.1, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673911638390726
"{'regressor__C': 686.1, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378352714795815
"{'regressor__C': 686.1, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.154789538433228
"{'regressor__C': 686.1, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.967694198134094
"{'regressor__C': 686.1, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.849726359710049
"{'regressor__C': 686.1, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797964630269073
"{'regressor__C': 686.1, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.43117175589734
"{'regressor__C': 686.2, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.396864115752319
"{'regressor__C': 686.2, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.073029732929507
"{'regressor__C': 686.2, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673831086117431
"{'regressor__C': 686.2, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378341374633763
"{'regressor__C': 686.2, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.154737991631718
"{'regressor__C': 686.2, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.967622712600686
"{'regressor__C': 686.2, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.84966447228408
"{'regressor__C': 686.2, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.79787574593903
"{'regressor__C': 686.2, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.430528935737886
"{'regressor__C': 686.3, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.396742302303014
"{'regressor__C': 686.3, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.07287346134942
"{'regressor__C': 686.3, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673703117757187
"{'regressor__C': 686.3, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378271509573457
"{'regressor__C': 686.3, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.154605377822772
"{'regressor__C': 686.3, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.967561077082678
"{'regressor__C': 686.3, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.849566047775571
"{'regressor__C': 686.3, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797824718107197
"{'regressor__C': 686.3, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.42997451467329
"{'regressor__C': 686.4, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.396592086163
"{'regressor__C': 686.4, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.072761360739776
"{'regressor__C': 686.4, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673635384944035
"{'regressor__C': 686.4, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378126564677299
"{'regressor__C': 686.4, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.154494168034008
"{'regressor__C': 686.4, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.967481773765195
"{'regressor__C': 686.4, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.84948064693971
"{'regressor__C': 686.4, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797775850587108
"{'regressor__C': 686.4, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.429409682292764
"{'regressor__C': 686.5, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.39648227447645
"{'regressor__C': 686.5, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.07256900564213
"{'regressor__C': 686.5, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.67354534950853
"{'regressor__C': 686.5, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.378057784343431
"{'regressor__C': 686.5, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.15440844460956
"{'regressor__C': 686.5, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.967317124734004
"{'regressor__C': 686.5, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.849363167563874
"{'regressor__C': 686.5, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797734341421
"{'regressor__C': 686.5, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.42885081889938
"{'regressor__C': 686.6, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.396340214236599
"{'regressor__C': 686.6, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.072457768720474
"{'regressor__C': 686.6, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673387405253244
"{'regressor__C': 686.6, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377926245438411
"{'regressor__C': 686.6, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.154361858160572
"{'regressor__C': 686.6, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.96722123142551
"{'regressor__C': 686.6, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.849277315834447
"{'regressor__C': 686.6, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797578982253553
"{'regressor__C': 686.6, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.428317410598687
"{'regressor__C': 686.7, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.396166147750089
"{'regressor__C': 686.7, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.072248244083049
"{'regressor__C': 686.7, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673326738570196
"{'regressor__C': 686.7, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377857660765203
"{'regressor__C': 686.7, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.154212510277272
"{'regressor__C': 686.7, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.967077754601792
"{'regressor__C': 686.7, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.849259482941848
"{'regressor__C': 686.7, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797611186922081
"{'regressor__C': 686.7, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.427716774431936
"{'regressor__C': 686.8, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.395978448503353
"{'regressor__C': 686.8, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.072118567674487
"{'regressor__C': 686.8, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673206323019315
"{'regressor__C': 686.8, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377756180356736
"{'regressor__C': 686.8, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.154079027597293
"{'regressor__C': 686.8, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.96703885663855
"{'regressor__C': 686.8, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.849080894255033
"{'regressor__C': 686.8, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797498339786546
"{'regressor__C': 686.8, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.427196293642716
"{'regressor__C': 686.9, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.395883654347177
"{'regressor__C': 686.9, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.072027887780612
"{'regressor__C': 686.9, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673083672304532
"{'regressor__C': 686.9, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377678577448265
"{'regressor__C': 686.9, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.153970354468195
"{'regressor__C': 686.9, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.9669076876288
"{'regressor__C': 686.9, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.849081487243309
"{'regressor__C': 686.9, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797409878587214
"{'regressor__C': 686.9, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.426607400138344
"{'regressor__C': 687.0, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.395723272501254
"{'regressor__C': 687.0, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.071854658215186
"{'regressor__C': 687.0, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.673023099179188
"{'regressor__C': 687.0, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377549757106582
"{'regressor__C': 687.0, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.153911502068357
"{'regressor__C': 687.0, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.966839420693278
"{'regressor__C': 687.0, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.848965677326444
"{'regressor__C': 687.0, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797344896832342
"{'regressor__C': 687.0, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.426018193622106
"{'regressor__C': 687.1, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.395644432410066
"{'regressor__C': 687.1, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.07175797976698
"{'regressor__C': 687.1, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.672936951162274
"{'regressor__C': 687.1, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377485249636809
"{'regressor__C': 687.1, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.153794553073887
"{'regressor__C': 687.1, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.966776427113365
"{'regressor__C': 687.1, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.848864415414809
"{'regressor__C': 687.1, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797249840820422
"{'regressor__C': 687.1, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.425507942533212
"{'regressor__C': 687.2, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.395453720208133
"{'regressor__C': 687.2, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.071582784348696
"{'regressor__C': 687.2, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.672811562244423
"{'regressor__C': 687.2, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377371439828746
"{'regressor__C': 687.2, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.153708284741402
"{'regressor__C': 687.2, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.966669552336338
"{'regressor__C': 687.2, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.848778506544106
"{'regressor__C': 687.2, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.79716698597131
"{'regressor__C': 687.2, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.42489614112387
"{'regressor__C': 687.3, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.395346155618101
"{'regressor__C': 687.3, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.071418916572409
"{'regressor__C': 687.3, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.672707234222855
"{'regressor__C': 687.3, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377337122448994
"{'regressor__C': 687.3, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.153599047501292
"{'regressor__C': 687.3, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.966527880251496
"{'regressor__C': 687.3, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.848735272793927
"{'regressor__C': 687.3, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797158344663988
"{'regressor__C': 687.3, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.424391172133124
"{'regressor__C': 687.4, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.395224802872658
"{'regressor__C': 687.4, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.071256694749769
"{'regressor__C': 687.4, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.672597709251912
"{'regressor__C': 687.4, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377205730075248
"{'regressor__C': 687.4, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.15347925960713
"{'regressor__C': 687.4, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.966414973023436
"{'regressor__C': 687.4, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.848630270570826
"{'regressor__C': 687.4, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797077764946696
"{'regressor__C': 687.4, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.423805454276987
"{'regressor__C': 687.5, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.395071519167892
"{'regressor__C': 687.5, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.071141818847925
"{'regressor__C': 687.5, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.672458146066571
"{'regressor__C': 687.5, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.377137911873259
"{'regressor__C': 687.5, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.153366292149352
"{'regressor__C': 687.5, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.96633544542334
"{'regressor__C': 687.5, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.848498659710458
"{'regressor__C': 687.5, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.796971726559956
"{'regressor__C': 687.5, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.423256659355363
"{'regressor__C': 687.6, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.394914240785738
"{'regressor__C': 687.6, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.071021995132375
"{'regressor__C': 687.6, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.672443065717625
"{'regressor__C': 687.6, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.376992894955137
"{'regressor__C': 687.6, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.153286560685624
"{'regressor__C': 687.6, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.966242658606998
"{'regressor__C': 687.6, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.848467860119984
"{'regressor__C': 687.6, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.797000919028338
"{'regressor__C': 687.6, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.422686368795244
"{'regressor__C': 687.7, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.394801876249877
"{'regressor__C': 687.7, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.070874641673257
"{'regressor__C': 687.7, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.67234591937886
"{'regressor__C': 687.7, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.37695018823307
"{'regressor__C': 687.7, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.1531822841951
"{'regressor__C': 687.7, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.966176773363072
"{'regressor__C': 687.7, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.84835376182489
"{'regressor__C': 687.7, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.796875114800157
