LMID,SMILES
LMST01060005_1-2_0_-1_chain,CC(C)C[C@@]1(C)[NH2+][C@@H]1C(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01060005_11-12_0_-1_ring,C/C(=C\C(C)[C@H]1CCC2C3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)C3CC[C@@]21C)CC(C)C
LMST01060005_1-2_1_-1_chain,CC(C)C[C@]1(C)[NH2+][C@H]1C(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01060005_11-12_1_-1_ring,C/C(=C\C(C)[C@H]1CCC2C3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)C3CC[C@@]21C)CC(C)C
LMST01060007_16-17_0_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060007_16-17_1_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060009_15-16_0_-1_ring,CC(C)C[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060009_15-16_1_-1_ring,CC(C)C[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060010_15-16_0_-1_ring,CC(C)C[C@H]1C[C@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060010_15-16_1_-1_ring,CC(C)C[C@H]1C[C@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060012_20-21_0_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45C[C@H]4[NH2+][C@@H]4C(=O)[C@]5(C)[C@H]3[C@H](O)C[C@]12C
LMST01060012_20-21_1_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45C[C@@H]4[NH2+][C@H]4C(=O)[C@]5(C)[C@H]3[C@H](O)C[C@]12C
LMST01060014_21-22_0_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@H]5[NH2+][C@@H]5C(=O)[C@]4(C)[C@H]3[C@H](O)C[C@]12C
LMST01060014_21-22_1_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H]5[NH2+][C@H]5C(=O)[C@]4(C)[C@H]3[C@H](O)C[C@]12C
LMST01060016_18-19_0_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@]45[NH2+][C@@H]4C=CC(=O)[C@]5(C)[C@H]3[C@H](O)C[C@]12C
LMST01060016_20-21_0_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C4=C[C@H]5[NH2+][C@@H]5C(=O)[C@]4(C)[C@H]3[C@H](O)C[C@]12C
LMST01060016_18-19_1_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]45[NH2+][C@H]4C=CC(=O)[C@]5(C)[C@H]3[C@H](O)C[C@]12C
LMST01060016_20-21_1_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C4=C[C@@H]5[NH2+][C@H]5C(=O)[C@]4(C)[C@H]3[C@H](O)C[C@]12C
LMST01060017_9-10_0_-1_ring,CC(=O)O[C@H]1[C@H]2[C@@H]([C@H](O)[C@H]3[NH2+][C@@]34C[C@@H](O)CC[C@]24C)[C@@H]2CC[C@H]([C@H](C)[C@H]3C[C@]3(C)[C@H](C)C(C)C)[C@@]2(C)[C@@H]1O
LMST01060017_9-10_1_-1_ring,CC(=O)O[C@H]1[C@H]2[C@@H]([C@H](O)[C@@H]3[NH2+][C@]34C[C@@H](O)CC[C@]24C)[C@@H]2CC[C@H]([C@H](C)[C@H]3C[C@]3(C)[C@H](C)C(C)C)[C@@]2(C)[C@@H]1O
LMST01060021_11-12_0_-1_ring,CC(=O)O[C@@H]1[C@@H](O)[C@H]2[C@@H]([C@H](O)[C@H]3[NH2+][C@@]34C[C@@H](O)CC[C@]24C)[C@@H]2CC[C@H]([C@H](C)[C@H]3C[C@]3(C)[C@H](C)C(C)C)[C@@]12C
LMST01060021_11-12_1_-1_ring,CC(=O)O[C@@H]1[C@@H](O)[C@H]2[C@@H]([C@H](O)[C@@H]3[NH2+][C@]34C[C@@H](O)CC[C@]24C)[C@@H]2CC[C@H]([C@H](C)[C@H]3C[C@]3(C)[C@H](C)C(C)C)[C@@]12C
LMST01060022_31-32_0_-1_ring,CC(=O)O[C@H]1C[C@H]([C@H](C)[C@H]2C[C@]2(C)[C@H](C)C(C)C)[C@]2(C)[C@@H]1[C@@H]1[C@H](O)[C@H]3[NH2+][C@@]34C[C@@H](O)CC[C@]4(C)[C@H]1[C@H](O)[C@H]2OC(C)=O
LMST01060022_31-32_1_-1_ring,CC(=O)O[C@H]1C[C@H]([C@H](C)[C@H]2C[C@]2(C)[C@H](C)C(C)C)[C@]2(C)[C@@H]1[C@@H]1[C@H](O)[C@@H]3[NH2+][C@]34C[C@@H](O)CC[C@]4(C)[C@H]1[C@H](O)[C@H]2OC(C)=O
LMST01060023_31-32_0_-1_ring,CC(=O)O[C@H]1[C@H]2[C@@H]([C@H](O)[C@H]3[NH2+][C@@]34C[C@@H](O)CC[C@]24C)[C@@H]2[C@@H](OC(C)=O)C[C@H]([C@H](C)[C@H]3C[C@]3(C)[C@H](C)C(C)C)[C@@]2(C)[C@@H]1O
LMST01060023_31-32_1_-1_ring,CC(=O)O[C@H]1[C@H]2[C@@H]([C@H](O)[C@@H]3[NH2+][C@]34C[C@@H](O)CC[C@]24C)[C@@H]2[C@@H](OC(C)=O)C[C@H]([C@H](C)[C@H]3C[C@]3(C)[C@H](C)C(C)C)[C@@]2(C)[C@@H]1O
LMST01060032_0-1_0_-1_chain,C[C@H]([C@H]1C[C@]1(C)[C@H](C)[C@]1(C)C[NH2+]1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01060032_17-18_0_-1_ring,C=C(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060032_0-1_1_-1_chain,C[C@H]([C@H]1C[C@]1(C)[C@H](C)[C@@]1(C)C[NH2+]1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01060032_17-18_1_-1_ring,C=C(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060035_18-19_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3C(=O)C[C@]12C
LMST01060035_18-19_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3C(=O)C[C@]12C
LMST01060036_18-19_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3C(=O)C[C@]12C
LMST01060036_18-19_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3C(=O)C[C@]12C
LMST01060037_16-17_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@]34[NH2+][C@@H]4[C@H](O)[C@]12C
LMST01060037_29-30_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@H]3C(=C[C@H](O)[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@]12[NH2+][C@@H]2[C@@H]3O
LMST01060037_16-17_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]34[NH2+][C@H]4[C@H](O)[C@]12C
LMST01060037_29-30_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@H]3C(=C[C@H](O)[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]12[NH2+][C@H]2[C@@H]3O
LMST01060038_17-18_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@@]3(O)[C@H](O)C[C@]12C
LMST01060038_17-18_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@@]3(O)[C@H](O)C[C@]12C
LMST01060039_17-18_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@@H]([C@@H]2C[C@H]3[NH2+][C@@]34C[C@@H](O)CC[C@]4(C)C2=O)[C@]1(C)CCO
LMST01060039_17-18_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@@H]([C@@H]2C[C@@H]3[NH2+][C@]34C[C@@H](O)CC[C@]4(C)C2=O)[C@]1(C)CCO
LMST01060040_17-18_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@@H]([C@@H]2C[C@H]3[NH2+][C@@]34C[C@@H](O)CC[C@]4(C)C2=O)[C@]1(C)CC(=O)O
LMST01060040_17-18_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@@H]([C@@H]2C[C@@H]3[NH2+][C@]34C[C@@H](O)CC[C@]4(C)C2=O)[C@]1(C)CC(=O)O
LMST01060041_16-17_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@@H]([C@]23OO[C@@]4(C[C@@H](O)CC[C@]4(C)C2=O)[C@H]2[NH2+][C@@H]23)[C@]1(C)CCO
LMST01060041_16-17_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@@H]([C@]23OO[C@@]4(C[C@@H](O)CC[C@]4(C)C2=O)[C@@H]2[NH2+][C@H]23)[C@]1(C)CCO
LMST01060042_18-19_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@@]3(O)OC[C@]12C
LMST01060042_18-19_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@@]3(O)OC[C@]12C
LMST01060043_27-28_0_-1_ring,CC(C)[C@@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060043_27-28_1_-1_ring,CC(C)[C@@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060044_18-19_0_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060044_18-19_1_-1_ring,CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01060045_3-4_0_-1_ring,CO[C@H]1[C@H]2[C@@H]3CC[C@H]([C@H](C)[C@H]4C[C@]4(C)[C@H](C)C(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@@]23[NH2+][C@H]13
LMST01060045_3-4_1_-1_ring,CO[C@H]1[C@H]2[C@@H]3CC[C@H]([C@H](C)[C@H]4C[C@]4(C)[C@H](C)C(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]23[NH2+][C@@H]13
LMST01060047_14-15_0_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@]13[NH2+][C@@]21[C@H](O)[C@@H]1O[C@@]12C[C@@H](O)CC[C@]32C
LMST01060047_14-15_1_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@]13[NH2+][C@]21[C@H](O)[C@@H]1O[C@@]12C[C@@H](O)CC[C@]32C
LMST01060048_13-14_0_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@]23[NH2+][C@@]24[C@H](O)[C@@H]2O[C@@]25C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]13C
LMST01060048_13-14_1_-1_ring,CC(C)[C@@H](C)[C@H]1C[C@@H]1[C@@H](C)[C@H]1CC[C@@]23[NH2+][C@]24[C@H](O)[C@@H]2O[C@@]25C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]13C
LMST01070008_1-2_0_-1_ring,C[C@H](CC[C@]12[NH2+][C@]1(C)[C@H]1[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]31C)O2)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
LMST01070008_26-27_0_-1_ring,CC1=C(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@@H]12
LMST01070008_1-2_1_-1_ring,C[C@H](CC[C@@]12[NH2+][C@@]1(C)[C@H]1[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]31C)O2)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
LMST01070008_26-27_1_-1_ring,CC1=C(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@@H]12
LMST01070016_30-31_0_-1_ring,Cc1c(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)oc2c1[C@@]1(C)CC[C@H]3[C@@H](C[C@H]4[NH2+][C@@]45C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]35C)[C@@H]1C2
LMST01070016_30-31_1_-1_ring,Cc1c(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)oc2c1[C@@]1(C)CC[C@H]3[C@@H](C[C@@H]4[NH2+][C@]45C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]35C)[C@@H]1C2
LMST01070025_12-13_0_-1_ring,CC(C)[C@H](O)[C@@H]1O[C@H]2C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C
LMST01070025_12-13_1_-1_ring,CC(C)[C@H](O)[C@@H]1O[C@H]2C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C
LMST01070026_14-15_0_-1_ring,CC(C)C(C)[C@H](O)[C@@H]1O[C@H]2C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C
LMST01070026_14-15_1_-1_ring,CC(C)C(C)[C@H](O)[C@@H]1O[C@H]2C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C
LMST01070027_1-2_0_-1_ring,CC(C)CC[C@]12[NH2+][C@]1(C)[C@H]1[C@H](C[C@H]3[C@@H]4CC[C@H]5CC(=O)C=C[C@]5(C)[C@H]4CC[C@@]31C)O2
LMST01070027_19-20_0_-1_ring,CC1=C(CCC(C)C)O[C@H]2C[C@H]3[C@@H]4CC[C@H]5CC(=O)[C@H]6[NH2+][C@@H]6[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12
LMST01070027_1-2_1_-1_ring,CC(C)CC[C@@]12[NH2+][C@@]1(C)[C@H]1[C@H](C[C@H]3[C@@H]4CC[C@H]5CC(=O)C=C[C@]5(C)[C@H]4CC[C@@]31C)O2
LMST01070027_19-20_1_-1_ring,CC1=C(CCC(C)C)O[C@H]2C[C@H]3[C@@H]4CC[C@H]5CC(=O)[C@@H]6[NH2+][C@H]6[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12
LMST01080011_8-9_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)[C@H](O)C[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080011_8-9_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)[C@H](O)C[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080030_9-10_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@]56[NH2+][C@@H]5[C@@H](O)[C@@H](O)C[C@]6(C)[C@H]4[C@H](O)C[C@]3(C)[C@H]1[C@@H]2C
LMST01080030_9-10_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@]56[NH2+][C@H]5[C@@H](O)[C@@H](O)C[C@]6(C)[C@H]4[C@H](O)C[C@]3(C)[C@H]1[C@@H]2C
LMST01080037_8-9_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080037_8-9_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080038_8-9_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)C[C@@H](O)[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080038_8-9_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)C[C@@H](O)[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080039_14-15_0_-1_ring,C[C@H]1CO[C@]2(C[C@@H]1O)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)[C@H](O)C[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080039_14-15_1_-1_ring,C[C@H]1CO[C@]2(C[C@@H]1O)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)[C@H](O)C[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080040_8-9_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)[C@H](O)C[C@]6(C)[C@H]4CC(=O)[C@]3(C)[C@H]1[C@@H]2C
LMST01080040_8-9_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)[C@H](O)C[C@]6(C)[C@H]4CC(=O)[C@]3(C)[C@H]1[C@@H]2C
LMST01080041_9-10_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@@]1(O)[C@@H]2C
LMST01080041_9-10_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@@]1(O)[C@@H]2C
LMST01080042_9-10_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@@]3(O)[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080042_9-10_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@@]3(O)[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080043_8-9_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080043_8-9_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080044_8-9_0_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@H](O)C[C@@H](O)[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080044_8-9_1_-1_ring,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@H](O)C[C@@H](O)[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080045_13-14_0_-1_ring,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080045_13-14_1_-1_ring,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@@H]5[NH2+][C@]56C[C@@H](O)CC[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
LMST01080047_9-10_0_-1_ring,C[C@H]1CO[C@@]2(O[C@H]3C(=O)[C@]45[NH2+][C@]4(CC[C@H]4[C@H]5CC=C5C[C@@H](O)C[C@@H](O)[C@@]54C)[C@H]3[C@@H]2CO)[C@@H](O)[C@@H]1O
LMST01080047_16-17_0_-1_ring,C[C@H]1CO[C@@]2(O[C@H]3C(=O)C4=C(CC[C@H]5[C@H]4C[C@H]4[NH2+][C@@]46C[C@@H](O)C[C@@H](O)[C@]56C)[C@H]3[C@@H]2CO)[C@@H](O)[C@@H]1O
LMST01080047_9-10_1_-1_ring,C[C@H]1CO[C@@]2(O[C@H]3C(=O)[C@@]45[NH2+][C@@]4(CC[C@H]4[C@H]5CC=C5C[C@@H](O)C[C@@H](O)[C@@]54C)[C@H]3[C@@H]2CO)[C@@H](O)[C@@H]1O
LMST01080047_16-17_1_-1_ring,C[C@H]1CO[C@@]2(O[C@H]3C(=O)C4=C(CC[C@H]5[C@H]4C[C@@H]4[NH2+][C@]46C[C@@H](O)C[C@@H](O)[C@]56C)[C@H]3[C@@H]2CO)[C@@H](O)[C@@H]1O
LMST01080048_0-1_0_-1_chain,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@]23C)O[C@]12CC[C@]1(C[NH2+]1)CO2
LMST01080048_13-14_0_-1_ring,C=C1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H]5[NH2+][C@@]56C[C@@H](O)C[C@@H](O)[C@]6(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
