LMID,SMILES
LMST01010111_5-7_1_-1_ring,CC1(C)C(=O)[C@]2(O)[NH2+][C@H]2[C@@H]2C1=CC[C@@H]1[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CC(O)C(C)(C)O)[C@H](O)C[C@@]12C
LMST01010111_9-10_1_-1_ring,CC(C)(O)C(O)CC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@@H]4[NH2+][C@]45[C@@H](C=C(O)C(=O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010112_19-20_0_-1_ring,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@H]4[NH2+][C@@]45[C@@H](C=C(O)C(=O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010112_22-23_0_-1_ring,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H]([C@H]5[NH2+][C@]5(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010112_19-20_1_-1_ring,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@@H]4[NH2+][C@]45[C@@H](C=C(O)C(=O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010112_22-23_1_-1_ring,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H]([C@@H]5[NH2+][C@@]5(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010113_4-5_0_-1_chain,CC1(C)C2=CC[C@@H]3[C@@](C)(C(=O)C[C@]4(C)[C@@H]([C@@](C)(O)C(=O)[C@H]5[NH2+][C@@H]5C(C)(C)O)[C@H](O)C[C@@]34C)[C@@H]2C[C@@H](O)[C@H]1O
LMST01010113_19-20_0_-1_ring,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@H]4[NH2+][C@@]45[C@@H](C[C@@H](O)[C@@H](O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010113_4-5_1_-1_chain,CC1(C)C2=CC[C@@H]3[C@@](C)(C(=O)C[C@]4(C)[C@@H]([C@@](C)(O)C(=O)[C@@H]5[NH2+][C@H]5C(C)(C)O)[C@H](O)C[C@@]34C)[C@@H]2C[C@@H](O)[C@H]1O
LMST01010113_19-20_1_-1_ring,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@@H]4[NH2+][C@]45[C@@H](C[C@@H](O)[C@@H](O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010114_19-20_0_-1_ring,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@H]4[NH2+][C@@]45[C@@H](C[C@@H](O)[C@@H](O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010114_19-20_1_-1_ring,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@@H]4[NH2+][C@]45[C@@H](C[C@@H](O)[C@@H](O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010115_7-8_0_-1_chain,CC(=O)OC(C)(C)[C@H]1[NH2+][C@@H]1C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@@H](O)[C@@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010115_22-23_0_-1_ring,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@H]4[NH2+][C@@]45[C@@H](C[C@@H](O)[C@@H](O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010115_7-8_1_-1_chain,CC(=O)OC(C)(C)[C@@H]1[NH2+][C@H]1C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@@H](O)[C@@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010115_22-23_1_-1_ring,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@@H]4[NH2+][C@]45[C@@H](C[C@@H](O)[C@@H](O)C5(C)C)[C@]3(C)C(=O)C[C@]12C
LMST01010116_17-18_0_-1_ring,C[C@@H]1C(=O)C[C@@H](C(C)(C)O)O[C@@H]2C[C@@]3(C)[C@@H]4C[C@H]5[NH2+][C@@]56[C@@H](C=C(O)C(=O)C6(C)C)[C@]4(C)C(=O)C[C@]3(C)[C@@H]12
LMST01010116_20-21_0_-1_ring,C[C@@H]1C(=O)C[C@@H](C(C)(C)O)O[C@@H]2C[C@@]3(C)[C@@H]4CC=C5[C@@H]([C@H]6[NH2+][C@]6(O)C(=O)C5(C)C)[C@]4(C)C(=O)C[C@]3(C)[C@@H]12
LMST01010116_17-18_1_-1_ring,C[C@@H]1C(=O)C[C@@H](C(C)(C)O)O[C@@H]2C[C@@]3(C)[C@@H]4C[C@@H]5[NH2+][C@]56[C@@H](C=C(O)C(=O)C6(C)C)[C@]4(C)C(=O)C[C@]3(C)[C@@H]12
LMST01010116_20-21_1_-1_ring,C[C@@H]1C(=O)C[C@@H](C(C)(C)O)O[C@@H]2C[C@@]3(C)[C@@H]4CC=C5[C@@H]([C@@H]6[NH2+][C@@]6(O)C(=O)C5(C)C)[C@]4(C)C(=O)C[C@]3(C)[C@@H]12
LMST01010120_12-13_0_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]([C@]23[NH2+][C@@H]2[C@@H]2O[C@@]24C[C@@H](O)CC[C@]4(C)C3=O)[C@]1(C)CC=O
LMST01010120_12-13_1_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]([C@@]23[NH2+][C@H]2[C@@H]2O[C@@]24C[C@@H](O)CC[C@]4(C)C3=O)[C@]1(C)CC=O
LMST01010121_1-3_0_-1_chain,C[C@H](CC[C@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01010121_12-13_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23[NH2+][C@@H]3C=C2C[C@@H](O)CC[C@@]21C
LMST01010121_14-15_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010121_1-3_1_-1_chain,C[C@H](CC[C@@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01010121_12-13_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]23[NH2+][C@H]3C=C2C[C@@H](O)CC[C@@]21C
LMST01010121_14-15_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010122_12-13_0_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@]3(C)C(=C[C@H]4[NH2+][C@]214)C[C@@H](O)C[C@@H]3O
LMST01010122_14-15_0_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@H]4[NH2+][C@@]45C[C@@H](O)C[C@H](O)[C@]5(C)[C@H]3CC[C@]12C
LMST01010122_12-13_1_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@]3(C)C(=C[C@@H]4[NH2+][C@@]421)C[C@@H](O)C[C@@H]3O
LMST01010122_14-15_1_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H]4[NH2+][C@]45C[C@@H](O)C[C@H](O)[C@]5(C)[C@H]3CC[C@]12C
LMST01010123_15-16_0_-1_ring,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)C[C@H](O)[C@]5(C)[C@H]3CC[C@]12C
LMST01010123_15-16_1_-1_ring,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)C[C@H](O)[C@]5(C)[C@H]3CC[C@]12C
LMST01010124_1-3_0_-1_chain,C[C@H](CC[C@H]1[NH2+]C1(C)C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
LMST01010124_14-15_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(CO)[C@@]34CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@@]3(CC[C@]12C)[NH2+]4
LMST01010124_1-3_1_-1_chain,C[C@H](CC[C@@H]1[NH2+]C1(C)C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
LMST01010124_14-15_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(CO)[C@]34CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@]3(CC[C@]12C)[NH2+]4
LMST01010128_16-17_0_-1_ring,C[C@H](CC[C@H](O)C(C)(C)O)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010128_16-17_1_-1_ring,C[C@H](CC[C@H](O)C(C)(C)O)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010129_16-17_0_-1_ring,CC(CO)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010129_16-17_1_-1_ring,CC(CO)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010131_16-17_0_-1_ring,C[C@H](CCCC(C)(O)CO)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010131_16-17_1_-1_ring,C[C@H](CCCC(C)(O)CO)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010132_15-17_0_-1_ring,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@]4(O)[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010132_15-17_1_-1_ring,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@]4(O)[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010133_15-16_0_-1_ring,CC(C)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010133_15-16_1_-1_ring,CC(C)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010136_13-14_0_-1_ring,CC(C)CCCC(C)[C@H]1CC[C@@]2(C)[C@@]34CCC5C[C@@H](O)CC[C@]5(C)[C@@]3(CC[C@]12C)[NH2+]4
LMST01010136_13-14_1_-1_ring,CC(C)CCCC(C)[C@H]1CC[C@@]2(C)[C@]34CCC5C[C@@H](O)CC[C@]5(C)[C@]3(CC[C@]12C)[NH2+]4
LMST01010137_14-15_0_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C(C)[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010137_14-15_1_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C(C)[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010138_14-15_0_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45[C@H](C)[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010138_14-15_1_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45[C@H](C)[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010141_13-14_0_-1_ring,CC(C)CCCC(C)[C@H]1CC[C@@]2(C)[C@]34[NH2+][C@@H]3CC3C(C)(C)[C@@H](O)CC[C@]3(C)C4=CC[C@]12C
LMST01010141_26-27_0_-1_ring,CC(C)CCCC(C)[C@H]1CC[C@@]2(C)C3=CCC4C(C)(C)[C@@H](O)CC[C@]4(C)[C@@]34[NH2+][C@@H]4C[C@]12C
LMST01010141_13-14_1_-1_ring,CC(C)CCCC(C)[C@H]1CC[C@]2(C)[C@]1(C)CC=C1[C@@]3(C)CC[C@H](O)C(C)(C)C3C[C@@H]3[NH2+][C@@]132
LMST01010141_26-27_1_-1_ring,CC(C)CCCC(C)[C@H]1CC[C@@]2(C)C3=CCC4C(C)(C)[C@@H](O)CC[C@]4(C)[C@]34[NH2+][C@H]4C[C@]12C
LMST01010142_1-3_0_-1_chain,CC(CC[C@H]1[NH2+]C1(C)C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
LMST01010142_26-27_0_-1_ring,CC(C)=CCCC(C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)[C@@]34[NH2+][C@@H]4C[C@]12C
LMST01010142_1-3_1_-1_chain,CC(CC[C@@H]1[NH2+]C1(C)C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
LMST01010142_26-27_1_-1_ring,CC(C)=CCCC(C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)[C@]34[NH2+][C@H]4C[C@]12C
LMST01010143_1-3_0_-1_chain,CC(CC[C@H]1[NH2+]C1(C)C)C1CCC2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)C1CC3
LMST01010143_13-14_0_-1_ring,CC(C)=CCCC(C)C1CCC2(C)[C@@]34CCC5C(C)[C@@H](O)CC[C@]5(C)[C@@]3(CC[C@]12C)[NH2+]4
LMST01010143_1-3_1_-1_chain,CC(CC[C@@H]1[NH2+]C1(C)C)C1CCC2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)C1CC3
LMST01010143_13-14_1_-1_ring,CC(C)=CCCC(C)C1CCC2(C)[C@]1(C)CC[C@@]13[NH2+][C@]21CCC1C(C)[C@@H](O)CC[C@@]13C
LMST01010149_1-3_0_-1_chain,C[C@H](CC[C@H]1[NH2+]C1(C)C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
LMST01010149_10-11_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1C[C@H]2[NH2+][C@@]23C2=C(CC[C@]13C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC2
LMST01010149_12-13_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC=C2[C@]1(C)CC[C@]13[NH2+][C@@]21CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]13C
LMST01010149_1-3_1_-1_chain,C[C@H](CC[C@@H]1[NH2+]C1(C)C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
LMST01010149_10-11_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1C[C@@H]2[NH2+][C@]23C2=C(CC[C@]13C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC2
LMST01010149_12-13_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC=C2[C@]1(C)CC[C@@]13[NH2+][C@]21CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]13C
LMST01010152_1-3_0_-1_chain,C[C@H](CC[C@H]1[NH2+]C1(C)C)[C@H]1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C(=O)O)[C@@H]1CC3
LMST01010152_12-13_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CCC2[C@]1(C)CC[C@]13[NH2+][C@@]21CC[C@H]1[C@H](C(=O)O)[C@@H](O)CC[C@@]13C
LMST01010152_1-3_1_-1_chain,C[C@H](CC[C@@H]1[NH2+]C1(C)C)[C@H]1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C(=O)O)[C@@H]1CC3
LMST01010152_12-13_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CCC2[C@]1(C)CC[C@@]13[NH2+][C@]21CC[C@H]1[C@H](C(=O)O)[C@@H](O)CC[C@@]13C
LMST01010158_17-18_0_-1_ring,C[C@@](O)(CO)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)[C@]34[NH2+][C@@H]3C(=O)[C@@H]3C[C@@H](O)[C@@H](O)C[C@]3(C)[C@H]4[C@H](O)C[C@]12C
LMST01010158_17-18_1_-1_ring,C[C@@](O)(CO)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)[C@@]34[NH2+][C@H]3C(=O)[C@@H]3C[C@@H](O)[C@@H](O)C[C@]3(C)[C@H]4[C@H](O)C[C@]12C
LMST01010164_15-16_0_-1_ring,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010164_15-16_1_-1_ring,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010167_1-3_0_-1_chain,CC1C(=O)CC[C@]2(C)C3=C(CC[C@@H]12)[C@@H]1CC[C@H]([C@H](C)CC[C@H]2[NH2+]C2(C)C)[C@@]1(C)CC3
LMST01010167_12-13_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@]13[NH2+][C@@]21CC[C@H]1C(C)C(=O)CC[C@@]13C
LMST01010167_1-3_1_-1_chain,CC1C(=O)CC[C@]2(C)C3=C(CC[C@@H]12)[C@@H]1CC[C@H]([C@H](C)CC[C@@H]2[NH2+]C2(C)C)[C@@]1(C)CC3
LMST01010167_12-13_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@]13[NH2+][C@]21CC[C@H]1C(C)C(=O)CC[C@@]13C
LMST01010168_1-3_0_-1_chain,C[C@H](CC[C@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C[C@@H]1CC3
LMST01010168_12-13_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@]13[NH2+][C@@]21CC[C@H]1CC(=O)CC[C@@]13C
LMST01010168_1-3_1_-1_chain,C[C@H](CC[C@@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C[C@@H]1CC3
LMST01010168_12-13_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@]13[NH2+][C@]21CC[C@H]1CC(=O)CC[C@@]13C
LMST01010169_1-3_0_-1_chain,C[C@H](CC[C@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(CO)[C@@H]1CC3
LMST01010169_12-13_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@]13[NH2+][C@@]21CC[C@H]1C(CO)[C@@H](O)CC[C@@]13C
LMST01010169_1-3_1_-1_chain,C[C@H](CC[C@@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(CO)[C@@H]1CC3
LMST01010169_12-13_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@]13[NH2+][C@]21CC[C@H]1C(CO)[C@@H](O)CC[C@@]13C
LMST01010170_23-24_0_-1_chain,CC(=O)C1[C@@H](O)CC[C@]2(C)C3=C(CC[C@@H]12)[C@@H]1CC[C@H]([C@H](C)CC[C@H]2[NH2+]C2(C)C)[C@@]1(C)CC3
LMST01010170_10-11_0_-1_ring,CC(=O)C1[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]13[NH2+][C@@]21CC[C@]1(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@H]13
LMST01010170_23-24_1_-1_chain,CC(=O)C1[C@@H](O)CC[C@]2(C)C3=C(CC[C@@H]12)[C@@H]1CC[C@H]([C@H](C)CC[C@@H]2[NH2+]C2(C)C)[C@@]1(C)CC3
LMST01010170_10-11_1_-1_ring,CC(=O)C1[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@@]13[NH2+][C@]21CC[C@]1(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@H]13
LMST01010171_1-3_0_-1_chain,C[C@H](CC[C@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C=O)[C@@H]1CC3
LMST01010171_12-13_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@]13[NH2+][C@@]21CC[C@H]1C(C=O)[C@@H](O)CC[C@@]13C
LMST01010171_1-3_1_-1_chain,C[C@H](CC[C@@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C=O)[C@@H]1CC3
LMST01010171_12-13_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@]13[NH2+][C@]21CC[C@H]1C(C=O)[C@@H](O)CC[C@@]13C
LMST01010172_15-16_0_-1_ring,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)[C@]34[NH2+][C@@H]3C(=O)[C@@H]3CC(=O)[C@@H](O)C[C@]3(C)[C@H]4CC[C@]12C
LMST01010172_15-16_1_-1_ring,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)[C@@]34[NH2+][C@H]3C(=O)[C@@H]3CC(=O)[C@@H](O)C[C@]3(C)[C@H]4CC[C@]12C
LMST01010173_14-15_0_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010173_14-15_1_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01010175_12-13_0_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@@H]3C[C@H]3[NH2+][C@@]123
LMST01010175_12-13_1_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@@H]3C[C@@H]3[NH2+][C@]312
LMST01010176_1-3_0_-1_chain,C[C@H](CC[C@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
LMST01010176_12-13_0_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@]13[NH2+][C@@]21CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]13C
LMST01010176_1-3_1_-1_chain,C[C@H](CC[C@@H]1[NH2+]C1(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
LMST01010176_12-13_1_-1_ring,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@]13[NH2+][C@]21CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]13C
LMST01010177_17-18_0_-1_ring,CC(C)(O)[C@H](O)C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)[C@]34[NH2+][C@@H]3C(=O)[C@@H]3C[C@@H](O)[C@@H](O)C[C@]3(C)[C@H]4[C@H](O)C[C@]12C
LMST01010177_17-18_1_-1_ring,CC(C)(O)[C@H](O)C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)[C@@]34[NH2+][C@H]3C(=O)[C@@H]3C[C@@H](O)[C@@H](O)C[C@]3(C)[C@H]4[C@H](O)C[C@]12C
LMST01010178_17-18_0_-1_ring,C[C@](O)(CO)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)[C@]34[NH2+][C@@H]3C(=O)[C@@H]3C[C@@H](O)[C@@H](O)C[C@]3(C)[C@H]4[C@H](O)C[C@]12C
LMST01010178_17-18_1_-1_ring,C[C@](O)(CO)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)[C@@]34[NH2+][C@H]3C(=O)[C@@H]3C[C@@H](O)[C@@H](O)C[C@]3(C)[C@H]4[C@H](O)C[C@]12C
LMST01010179_13-14_0_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(O)[C@]34[NH2+][C@@H]3C(=O)[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]4CC[C@]12C
LMST01010179_13-14_1_-1_ring,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(O)[C@@]34[NH2+][C@H]3C(=O)[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]4CC[C@]12C
LMST01010180_15-16_0_-1_ring,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)[C@]34[NH2+][C@@H]3C(=O)[C@@H]3C[C@@H](O)C(=O)C[C@]3(C)[C@H]4CC[C@]12C
LMST01010180_15-16_1_-1_ring,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)[C@@]34[NH2+][C@H]3C(=O)[C@@H]3C[C@@H](O)C(=O)C[C@]3(C)[C@H]4CC[C@]12C
