LMID,MZ,diagIonsInChian,diagIonsInRing,MS2,RT,CCS,Standard
LMST01010069_14-15_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",527.7039093163451,210.4,1.0
LMST01010081_14-15_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",600.6258288805715,221.3208256,
LMST01010086_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",560.7584102455313,219.1454039,
LMST01010087_13-14_0_0_ring,458.435616,,"427.393416,409.382856","427.393416,409.382856",592.3493566460139,227.295512,
LMST01010088_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",554.4744754625993,221.5000414,
LMST01010089_12-13_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",601.474106523711,219.4,1.0
LMST01010094_12-13_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",825.706162404339,222.9738657,
LMST01010095_14-15_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",543.5108062745443,217.4541627,
LMST01010095_4-5_0_0_chain,414.37302,"100.11207,344.29477,326.28421",,"100.11207,344.29477,326.28421",487.30939296821555,217.9978303,
LMST01010096_12-13_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",592.2697052660034,220.1217634,
LMST01010097_11-12_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",591.8014479867873,219.0715714,
LMST01010099_4-5_0_0_chain,416.388669,"100.11207,346.31042,328.29986",,"100.11207,346.31042,328.29986",499.5074848752658,219.7793103,
LMST01010100_16-17_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",502.4787041120078,218.6143509,
LMST01010101_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",601.5119581196923,220.4550419,
LMST01010103_22-23_0_0_ring,604.347982,,"573.305782,555.295222,537.284662","573.305782,555.295222,537.284662",60.0,242.7943207,
LMST01010103_7-8_0_0_chain,604.347982,"144.1019,490.27991,472.26935,454.25879",,"144.1019,490.27991,472.26935,454.25879",60.0,241.8864968,
LMST01010104_22-23_0_0_ring,588.353067,,"557.310867,539.300307,521.289747","557.310867,539.300307,521.289747",60.0,242.9446788,
LMST01010104_7-8_0_0_chain,588.353067,"144.1019,474.28499,456.27443,438.26387",,"144.1019,474.28499,456.27443,438.26387",60.0,242.2776331,
LMST01010105_22-23_0_0_ring,590.368717,,"559.326517,541.3159569999999,523.305397","559.326517,541.3159569999999,523.305397",305.0990072037281,242.1020506,
LMST01010105_7-8_0_0_chain,590.368717,"144.1019,476.30064,458.29008,440.27952",,"144.1019,476.30064,458.29008,440.27952",170.0610931193758,242.1568076,
LMST01010106_19-20_0_0_ring,546.342504,,"515.300304,497.2897439999999,479.279184","515.300304,497.2897439999999,479.279184",60.0,235.3927073,
LMST01010106_4-5_0_0_chain,546.342504,"102.09133,474.28499,456.27443,438.26387",,"102.09133,474.28499,456.27443,438.26387",60.0,229.1971503,
LMST01010107_22-23_0_0_ring,586.337418,,"555.295218,537.2846579999999,519.274098","555.295218,537.2846579999999,519.274098",65.7920054615625,241.2956942,
LMST01010107_25-26_0_0_ring,586.337418,,"555.295218,537.2846579999999,519.274098","555.295218,537.2846579999999,519.274098",60.0,240.9962392,
LMST01010107_7-8_0_0_chain,586.337418,"144.1019,472.26934,454.25878,436.24822",,"144.1019,472.26934,454.25878,436.24822",60.0,241.2212028,
LMST01010108_19-20_0_0_ring,548.358153,,"517.315953,499.305393,481.29483300000004","517.315953,499.305393,481.29483300000004",216.7087445637632,235.9145224,
LMST01010108_4-5_0_0_chain,548.358153,"102.09133,476.30064,458.29008,440.27952",,"102.09133,476.30064,458.29008,440.27952",182.53947157933334,229.6427278,
LMST01010109_9-10_0_0_ring,564.353067,,"533.310867,515.300307,497.28974700000003","533.310867,515.300307,497.28974700000003",60.0,236.8250918,
LMST01010110_19-20_0_0_ring,544.326855,,"513.284655,495.274095,477.26353500000005","513.284655,495.274095,477.26353500000005",60.0,233.7484546,
LMST01010110_22-23_0_0_ring,544.326855,,"513.284655,495.274095,477.26353500000005","513.284655,495.274095,477.26353500000005",60.0,227.374269,
LMST01010110_4-5_0_0_chain,544.326855,"102.09133,472.26934,454.25878,436.24822",,"102.09133,472.26934,454.25878,436.24822",60.0,232.840817,
LMST01010111_5-7_0_0_ring,562.337418,,"531.295218,513.2846579999999,495.274098","531.295218,513.2846579999999,495.274098",60.0,235.3595827,
LMST01010111_9-10_0_0_ring,562.337418,,"531.295218,513.2846579999999,495.274098","531.295218,513.2846579999999,495.274098",60.0,235.116337,
LMST01010112_19-20_0_0_ring,546.342504,,"515.300304,497.2897439999999,479.279184","515.300304,497.2897439999999,479.279184",60.0,227.526524,
LMST01010112_22-23_0_0_ring,546.342504,,"515.300304,497.2897439999999,479.279184","515.300304,497.2897439999999,479.279184",60.0,232.9272558,
LMST01010113_19-20_0_0_ring,548.358153,,"517.315953,499.305393,481.29483300000004","517.315953,499.305393,481.29483300000004",231.88635665698703,235.9145224,
LMST01010113_4-5_0_0_chain,548.358153,"102.09133,476.30064,458.29008,440.27952",,"102.09133,476.30064,458.29008,440.27952",196.45416884757734,229.6427278,
LMST01010114_19-20_0_0_ring,550.373803,,"519.331603,501.3210429999999,483.310483","519.331603,501.3210429999999,483.310483",206.05478684719787,229.7474073,
LMST01010115_22-23_0_0_ring,590.368717,,"559.326517,541.3159569999999,523.305397","559.326517,541.3159569999999,523.305397",271.4164106352128,243.0793447,
LMST01010115_7-8_0_0_chain,590.368717,"144.1019,476.30064,458.29008,440.27952",,"144.1019,476.30064,458.29008,440.27952",230.69538038269621,242.8508336,
LMST01010116_17-18_0_0_ring,528.331941,,"497.28974100000005,479.27918100000005","497.28974100000005,479.27918100000005",60.0,223.5925418,
LMST01010116_20-21_0_0_ring,528.331941,,"497.28974100000005,479.27918100000005,461.26862100000005","497.28974100000005,479.27918100000005,461.26862100000005",60.0,224.8950556,
LMST01010120_12-13_0_0_ring,460.342113,,"429.299913,411.289353","429.299913,411.289353",539.7223420046356,219.5588877,
LMST01010121_12-13_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",592.9216432846873,221.4497744,
LMST01010121_1-3_0_0_chain,412.35737,"370.31042,352.29986",,"370.31042,352.29986",418.80961214621516,217.3422653,
LMST01010121_14-15_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",397.7831150674212,218.5382186,
LMST01010122_12-13_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",625.3566290924091,218.0186763,
LMST01010122_14-15_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",570.7226642319104,218.1304237,
LMST01010123_15-16_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",481.83811360471066,218.4833463,
LMST01010124_1-3_0_0_chain,472.414881,"430.36793,412.35737",,"430.36793,412.35737",375.234164981045,232.7551035,
LMST01010124_14-15_0_0_ring,472.414881,,"441.372681,423.362121","441.372681,423.362121",587.6849577578153,229.928265,
LMST01010128_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",481.87004442656274,222.7374197,
LMST01010129_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",542.4706523682486,222.8444326,
LMST01010131_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",484.1659894630035,221.3757427,
LMST01010132_15-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",534.6002416033799,219.9973645,
LMST01010133_15-16_0_0_ring,430.367934,,"399.325734,381.315174","399.325734,381.315174",448.4882261850578,222.5554301,
LMST01010136_13-14_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",797.0065008729841,221.4504758,
LMST01010137_14-15_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",438.3808395672257,225.2639948,
LMST01010138_14-15_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",497.83700118274663,225.2639948,
LMST01010141_13-14_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",605.5398981698623,224.1672526,
LMST01010141_26-27_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",587.4468810841727,224.2804201,
LMST01010142_1-3_0_0_chain,456.419967,"414.37302,396.36246",,"414.37302,396.36246",520.0902454615808,233.706246,
LMST01010142_26-27_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",593.5806627425693,225.7310431,
LMST01010143_1-3_0_0_chain,442.404318,"400.35737,382.34681",,"400.35737,382.34681",544.8217517621457,230.6722486,
LMST01010143_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",605.1348104619545,223.2035178,
LMST01010149_10-11_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",464.0721101709662,231.1478878,
LMST01010149_12-13_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",569.898513834199,225.2498002,
LMST01010149_1-3_0_0_chain,440.388669,"398.34172,380.33116",,"398.34172,380.33116",411.91574541605127,222.7147885,
LMST01010152_12-13_0_0_ring,458.362848,,"427.320648,409.310088,391.299528","427.320648,409.310088,391.299528",521.8525685611916,224.0823771,
LMST01010152_1-3_0_0_chain,458.362848,"416.3159,398.30534,380.29478",,"416.3159,398.30534,380.29478",274.28661400216987,218.4463388,
LMST01010158_17-18_0_0_ring,542.332332,,"511.29013199999997,493.2795719999999,475.269012","511.29013199999997,493.2795719999999,475.269012",242.42596405236426,226.6920723,
LMST01010164_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",511.85761380912726,222.6193457,
LMST01010167_12-13_0_0_ring,426.37302,,395.33082,395.33082,557.655829862214,225.1837047,
LMST01010167_1-3_0_0_chain,426.37302,384.32607,,384.32607,341.1364359417919,223.4788411,
LMST01010168_12-13_0_0_ring,412.35737,,381.31517,381.31517,592.7568257110432,221.8538978,
LMST01010168_1-3_0_0_chain,412.35737,370.31042,,370.31042,430.77899566393035,221.0033703,
LMST01010169_12-13_0_0_ring,444.383583,,"413.341383,395.330823,377.320263","413.341383,395.330823,377.320263",607.0161743800824,228.7686316,
LMST01010169_1-3_0_0_chain,444.383583,"402.33664,384.32608,366.31552",,"402.33664,384.32608,366.31552",443.47840549833063,221.5001852,
LMST01010170_10-11_0_0_ring,456.383583,,"425.341383,407.330823","425.341383,407.330823",537.2948798437951,229.5284398,
LMST01010170_23-24_0_0_chain,456.383583,"414.33664,396.32608",,"414.33664,396.32608",208.5500029452343,223.2699938,
LMST01010171_12-13_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",584.8833730907814,228.6031916,
LMST01010171_1-3_0_0_chain,442.367934,"400.32099,382.31043",,"400.32099,382.31043",364.4265740475465,222.3672954,
LMST01010172_15-16_0_0_ring,492.331941,,"461.289741,443.279181,425.268621","461.289741,443.279181,425.268621",111.6238044449405,225.1770414,
LMST01010173_14-15_0_0_ring,578.441485,,"547.399285,529.3887249999999,511.37816499999997","547.399285,529.3887249999999,511.37816499999997",600.3469551536223,261.115642,
LMST01010175_12-13_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",589.3624618790947,226.5191265,
LMST01010176_12-13_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",592.9710885054427,232.9431486,
LMST01010176_1-3_0_0_chain,442.404318,"400.35737,382.34681",,"400.35737,382.34681",374.3427121430973,224.4614007,
LMST01010177_17-18_0_0_ring,542.332332,,"511.29013199999997,493.2795719999999,475.269012","511.29013199999997,493.2795719999999,475.269012",221.10727480662885,226.1991885,
LMST01010178_17-18_0_0_ring,542.332332,,"511.29013199999997,493.2795719999999,475.269012","511.29013199999997,493.2795719999999,475.269012",235.3553672313162,226.6920723,
LMST01010179_13-14_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",488.4707813931856,218.9167491,
LMST01010180_15-16_0_0_ring,492.331941,,"461.289741,443.279181,425.268621","461.289741,443.279181,425.268621",147.7658152484164,225.515324,
LMST01010181_20-21_0_0_ring,574.313919,,"543.2717190000001,525.261159,507.2505990000001","543.2717190000001,525.261159,507.2505990000001",282.5376828350383,235.0265551,
LMST01010182_15-16_0_0_ring,478.352676,,"447.310476,429.299916,411.289356","447.310476,429.299916,411.289356",333.39116216712637,222.7872722,
LMST01010183_19-20_0_0_ring,558.319005,,"527.276805,509.2662449999999,491.25568499999997","527.276805,509.2662449999999,491.25568499999997",396.5737836975444,235.0265551,
LMST01010184_17-18_0_0_ring,526.337418,,"495.295218,477.284658,459.274098","495.295218,477.284658,459.274098",255.95606773941117,227.491921,
LMST01010185_20-21_0_0_ring,590.308833,,"559.2666330000001,541.256073,523.2455130000001","559.2666330000001,541.256073,523.2455130000001",290.5450571922633,235.0265551,
LMST01010186_16-17_0_0_ring,510.342504,,"479.30030400000004,461.28974400000004,443.27918400000004","479.30030400000004,461.28974400000004,443.27918400000004",236.24219575515593,226.4499557,
LMST01010187_14-15_0_0_ring,478.352676,,"447.310476,429.299916,411.289356","447.310476,429.299916,411.289356",469.2295529006494,225.7624566,
LMST01010188_9-10_0_0_ring,616.324482,,"585.282282,567.271722,549.261162","585.282282,567.271722,549.261162",334.4638778292458,235.0265551,
LMST01010189_12-13_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",595.3455890475948,226.5191265,
LMST01010191_13-14_0_0_ring,536.358153,,"505.31595300000004,487.305393,469.29483300000004","505.31595300000004,487.305393,469.29483300000004",307.9312479242308,233.2568501,
LMST01010192_26-27_0_0_ring,656.400407,,"625.358207,607.3476469999999,589.337087","625.358207,607.3476469999999,589.337087",505.073655267217,255.2876491,
LMST01010193_14-15_0_0_ring,492.331941,,"461.289741,443.279181,425.268621","461.289741,443.279181,425.268621",248.69638769407746,222.2583086,
LMST01010194_16-17_0_0_ring,510.342504,,"479.30030400000004,461.28974400000004,443.27918400000004","479.30030400000004,461.28974400000004,443.27918400000004",308.33117669228744,226.5219299,
LMST01010195_15-16_0_0_ring,494.34759,,"463.30539000000005,445.29483000000005,427.28427000000005","463.30539000000005,445.29483000000005,427.28427000000005",366.5687098489342,225.17088,
LMST01010197_12-13_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",459.5738053264141,223.5349943,
LMST01010198_16-17_0_0_ring,526.337418,,"495.295218,477.284658,459.274098","495.295218,477.284658,459.274098",130.0372864958415,225.7333391,
LMST01010200_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",522.2603635090902,217.4634062,
LMST01010201_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",561.3982532740799,216.756402,
LMST01010202_12-13_0_0_ring,428.388669,,"397.346469,379.335909","397.346469,379.335909",589.2508497150781,224.7016175,
LMST01010202_1-3_0_0_chain,428.388669,"386.34172,368.33116",,"386.34172,368.33116",423.6644111201494,221.8522029,
LMST01010203_12-13_0_0_ring,460.414881,,"429.372681,411.362121","429.372681,411.362121",602.4908990918486,224.8923083,
LMST01010204_12-13_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",583.1319204022906,224.7885286,
LMST01010206_12-13_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",595.7019834287755,222.1238231,
LMST01010206_1-3_0_0_chain,414.37302,"372.32607,354.31551",,"372.32607,354.31551",390.4090415413148,218.3737981,
LMST01010207_12-13_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",589.1157369353278,225.2386127,
LMST01010208_12-13_0_0_ring,428.388669,,397.346469,397.346469,603.9737555812567,223.7710536,
LMST01010209_16-17_0_0_ring,510.342504,,"479.30030400000004,461.28974400000004,443.27918400000004","479.30030400000004,461.28974400000004,443.27918400000004",245.06089685517784,225.4936316,
LMST01010210_15-16_0_0_ring,494.34759,,"463.30539000000005,445.29483000000005,427.28427000000005","463.30539000000005,445.29483000000005,427.28427000000005",343.85730720454893,225.1659974,
LMST01010211_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",555.1079263138116,216.756402,
LMST01010212_14-15_0_0_ring,417.383917,,"386.341717,368.331157","386.341717,368.331157",445.0428629485943,220.4660254,
LMST01010222_1-3_0_0_chain,470.399232,"428.35228,410.34172",,"428.35228,410.34172",326.1787950275336,233.3994643,
LMST01010222_14-15_0_0_ring,470.399232,,"439.357032,421.346472","439.357032,421.346472",574.0871979029558,230.4071192,
LMST01010223_14-15_0_0_ring,472.414881,,"441.372681,423.362121","441.372681,423.362121",594.2498344639839,231.9310452,
LMST01010224_14-15_0_0_ring,474.43053,,"443.38833,425.37777","443.38833,425.37777",598.9238215155115,231.1697212,
LMST01010225_12-13_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",586.7303947651058,225.7201678,
LMST01010226_12-13_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",577.1848902050207,228.6031916,
LMST01010226_1-3_0_0_chain,442.367934,"400.32099,382.31043",,"400.32099,382.31043",339.5960432354185,222.3672954,
LMST01010227_12-13_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",589.900907639326,227.1219156,
LMST01010228_12-13_0_0_ring,460.378497,,"429.336297,411.325737,393.315177","429.336297,411.325737,393.315177",601.3663798128999,219.9350357,
LMST01010229_12-13_0_0_ring,456.383583,,"425.341383,407.330823","425.341383,407.330823",588.3377104053701,231.2430671,
LMST01010229_1-3_0_0_chain,456.383583,"414.33664,396.32608",,"414.33664,396.32608",404.49239207142216,223.8348276,
LMST01010230_12-13_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",590.9178882066395,225.2607127,
LMST01010231_12-13_0_0_ring,444.383583,,"413.341383,395.330823","413.341383,395.330823",598.8472409598355,223.3827305,
LMST01010232_12-13_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",603.4860085065219,231.6619734,
LMST01010232_1-3_0_0_chain,458.399232,"416.35228,398.34172",,"416.35228,398.34172",439.62450114247304,223.8603375,
LMST01010233_12-13_0_0_ring,460.414881,,"429.372681,411.362121","429.372681,411.362121",599.6886876924444,224.9328096,
LMST01010234_12-13_0_0_ring,444.383583,,"413.341383,395.330823,377.320263","413.341383,395.330823,377.320263",604.8544953737639,228.7686316,
LMST01010234_1-3_0_0_chain,444.383583,"402.33664,384.32608,366.31552",,"402.33664,384.32608,366.31552",437.62034899595744,221.5001852,
LMST01010235_12-13_0_0_ring,446.399232,,"415.357032,397.346472,379.335912","415.357032,397.346472,379.335912",600.7460266825458,222.9594464,
LMST01010236_12-13_0_0_ring,428.388669,,397.346469,397.346469,610.3252467540638,224.7301784,
LMST01010237_12-13_0_0_ring,426.37302,,395.33082,395.33082,548.794234652619,225.1837047,
LMST01010237_1-3_0_0_chain,426.37302,384.32607,,384.32607,331.18510237127606,223.4788411,
LMST01010239_12-13_0_0_ring,414.37302,,383.33082,383.33082,609.0127852840894,221.9286852,
LMST01010242_12-13_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",596.6794830396905,219.6099936,
LMST01010242_25-26_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",599.2025073459603,219.2960279,
LMST01010243_14-15_0_0_ring,400.393755,,369.351555,369.351555,938.7728871480631,224.2093404,
LMST01010245_9-10_0_0_ring,458.399232,,427.357032,427.357032,1041.0579766341648,230.9547029,
LMST01010247_12-13_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",605.4097361035314,218.4723444,
LMST01010247_14-15_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",609.0259456371143,219.376368,
LMST01010248_14-15_0_0_ring,414.37302,,383.33082,383.33082,804.2588459179669,221.7444096,
LMST01010249_12-13_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",607.7733950176133,218.8967449,
LMST01010250_12-13_0_0_ring,462.357762,,"431.315562,413.305002,395.294442","431.315562,413.305002,395.294442",605.9927390032656,221.4300041,
LMST01010251_12-13_0_0_ring,462.357762,,"431.315562,413.305002,395.294442","431.315562,413.305002,395.294442",604.047954779811,221.4300041,
LMST01010252_14-15_0_0_ring,460.342113,,"429.299913,411.289353","429.299913,411.289353",586.8984710595847,221.2247666,
LMST01010253_11-12_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",623.2120342508827,216.0612394,
LMST01010253_13-14_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",546.3339832614605,216.7691647,
LMST01010254_11-12_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",597.1157168000578,217.1849248,
LMST01010254_13-14_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",489.5880511549834,216.1320976,
LMST01010254_15-16_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",606.756163818957,222.3290474,
LMST01010255_11-12_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",614.217823290465,219.268981,
LMST01010256_11-12_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",617.381003888793,219.268981,
LMST01010257_11-12_0_0_ring,444.347199,,"413.304999,395.294439","413.304999,395.294439",591.1288295453616,220.4454694,
LMST01010257_13-14_0_0_ring,444.347199,,"413.304999,395.294439","413.304999,395.294439",580.931637700611,219.0483724,
LMST01010258_12-13_0_0_ring,462.357762,,"431.315562,413.305002,395.294442","431.315562,413.305002,395.294442",521.7392715277094,219.0419158,
LMST01010259_12-13_0_0_ring,444.347199,,"413.304999,395.294439,377.283879","413.304999,395.294439,377.283879",370.5233503112061,217.8076718,
LMST01010259_25-26_0_0_ring,444.347199,,"413.304999,395.294439,377.283879","413.304999,395.294439,377.283879",553.6478499379812,217.8870704,
LMST01010260_12-13_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",521.8725292599765,219.5484456,
LMST01010261_10-11_0_0_ring,460.342113,,"429.299913,411.289353,393.278793","429.299913,411.289353,393.278793",419.06319369981424,217.2310072,
LMST01010261_12-13_0_0_ring,460.342113,,"429.299913,411.289353,393.278793","429.299913,411.289353,393.278793",409.1387231181769,217.7015837,
LMST01010262_12-13_0_0_ring,464.373411,,"433.331211,415.320651,397.310091","433.331211,415.320651,397.310091",633.4155134204304,218.4478126,
LMST01010263_12-13_0_0_ring,464.373411,,"433.331211,415.320651,397.310091","433.331211,415.320651,397.310091",632.165495512031,218.4478126,
LMST01010267_12-13_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",617.8740777779748,219.0129058,
LMST01010268_12-13_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",615.5009559648975,219.0129058,
LMST01010269_12-13_0_0_ring,430.367934,,"399.325734,381.315174","399.325734,381.315174",606.5192777725374,219.8284799,
LMST01010271_15-16_0_0_ring,430.367934,,"399.325734,381.315174","399.325734,381.315174",643.2244608731913,221.3554855,
LMST01010272_15-16_0_0_ring,428.352284,,397.310084,397.310084,280.8671725517545,221.823879,
LMST01010274_14-15_0_0_ring,432.383583,,"401.341383,383.330823","401.341383,383.330823",605.8842602957503,221.0231075,
LMST01010277_10-11_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",590.5667579050632,226.3608753,
LMST01010277_12-13_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",593.482900193439,224.0592771,
LMST01010278_13-14_0_0_ring,448.378497,,"417.336297,399.325737","417.336297,399.325737",592.2256494918618,221.872563,
LMST01010279_17-18_0_0_ring,448.378497,,"417.336297,399.325737","417.336297,399.325737",597.6044038706727,226.8286116,
LMST01010280_17-18_0_0_ring,448.378497,,"417.336297,399.325737","417.336297,399.325737",601.0445782041897,226.8286116,
LMST01010281_7-8_0_0_ring,430.404318,,399.362118,399.362118,980.7190554438159,228.4197937,
LMST01010282_0-1_0_0_chain,428.388669,"414.37302,396.36246",,"414.37302,396.36246",596.9907562838403,218.2649563,
LMST01010282_15-16_0_0_ring,428.388669,,"397.346469,379.335909","397.346469,379.335909",547.6476716280024,219.4387478,
LMST01010283_14-15_0_0_ring,476.337027,,"445.294827,427.284267,409.273707","445.294827,427.284267,409.273707",539.7864243216313,223.287424,
LMST01010283_18-19_0_0_ring,476.337027,,"445.294827,427.284267,409.273707","445.294827,427.284267,409.273707",459.47232304850445,224.0484217,
LMST01010284_0-1_0_0_chain,430.367934,"416.35228,398.34172,380.33116",,"416.35228,398.34172,380.33116",540.9316160089105,211.4569616,
LMST01010284_15-16_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",535.4995140122084,209.9312619,
